LEFT_HIP_PITCH,LEFT_HIP_ROLL,LEFT_HIP_YAW,LEFT_KNEE,LEFT_ANKLE_PITCH,LEFT_ANKLE_ROLL,RIGHT_HIP_PITCH,RIGHT_HIP_ROLL,RIGHT_HIP_YAW,RIGHT_KNEE,RIGHT_ANKLE_PITCH,RIGHT_ANKLE_ROLL,WAIST_YAW,WAIST_ROLL,WAIST_PITCH,LEFT_SHOULDER_PITCH,LEFT_SHOULDER_ROLL,LEFT_SHOULDER_YAW,LEFT_ELBOW,LEFT_WRIST_ROLL,LEFT_WRIST_PITCH,LEFT_WRIST_YAW,RIGHT_SHOULDER_PITCH,RIGHT_SHOULDER_ROLL,RIGHT_SHOULDER_YAW,RIGHT_ELBOW,RIGHT_WRIST_ROLL,RIGHT_WRIST_PITCH,RIGHT_WRIST_YAW,FLAG
-0.029469,-0.070708,-0.024239,0.327812,-0.299501,-0.001846,-0.029308,-0.049377,0.034484,0.438488,-0.432085,-0.006822,0.022257,-0.028703,-0.048798,0.029949,1.061051,1.001150,0.194660,-1.394748,-0.058363,-0.149731,0.058783,-1.441451,-0.919106,0.720719,1.086586,-0.059034,0.141522,1
-0.029469,-0.070708,-0.024266,0.327803,-0.299509,-0.001831,-0.029308,-0.049386,0.034471,0.438488,-0.432096,-0.006815,0.022284,-0.028703,-0.048798,0.029949,1.061063,1.001138,0.194648,-1.394748,-0.058363,-0.149719,0.058771,-1.441439,-0.919130,0.720707,1.086586,-0.059022,0.141522,1
-0.029487,-0.070708,-0.024266,0.327786,-0.299492,-0.001817,-0.029291,-0.049386,0.034484,0.438488,-0.432104,-0.006844,0.022244,-0.028695,-0.048803,0.029949,1.061051,1.001138,0.194648,-1.394748,-0.058363,-0.149767,0.058771,-1.441439,-0.919130,0.720671,1.086574,-0.059022,0.141522,1
-0.029469,-0.070708,-0.024226,0.327803,-0.299492,-0.001817,-0.029291,-0.049394,0.034484,0.438480,-0.432096,-0.006859,0.022271,-0.028703,-0.048808,0.029961,1.061051,1.001150,0.194672,-1.394736,-0.058351,-0.149755,0.058783,-1.441463,-0.919106,0.720671,1.086586,-0.059058,0.141522,1
-0.029487,-0.070708,-0.024226,0.327795,-0.299496,-0.001810,-0.029291,-0.049386,0.034471,0.438488,-0.432104,-0.006844,0.022257,-0.028710,-0.048804,0.029949,1.061063,1.001138,0.194696,-1.394748,-0.058363,-0.149731,0.058759,-1.441451,-0.919130,0.720635,1.086574,-0.059034,0.141522,1
-0.029487,-0.070708,-0.024280,0.327795,-0.299488,-0.001824,-0.029291,-0.049386,0.034498,0.438488,-0.432100,-0.006851,0.022244,-0.028703,-0.048798,0.029949,1.061063,1.001138,0.194648,-1.394772,-0.058363,-0.149695,0.058771,-1.441463,-0.919106,0.720623,1.086586,-0.059022,0.141498,1
-0.029469,-0.070708,-0.024266,0.327769,-0.299501,-0.001846,-0.029308,-0.049386,0.034498,0.438471,-0.432104,-0.006859,0.022231,-0.028695,-0.048803,0.029961,1.061039,1.001138,0.194636,-1.394760,-0.058375,-0.149731,0.058759,-1.441463,-0.919106,0.720599,1.086586,-0.059022,0.141522,1
-0.029478,-0.070699,-0.024253,0.327778,-0.299501,-0.001846,-0.029308,-0.049369,0.034484,0.438471,-0.432108,-0.006866,0.022244,-0.028703,-0.048798,0.029937,1.061063,1.001150,0.194624,-1.394760,-0.058363,-0.149719,0.058783,-1.441475,-0.919094,0.720587,1.086574,-0.059046,0.141534,1
-0.029478,-0.070708,-0.024266,0.327761,-0.299509,-0.001831,-0.029308,-0.049360,0.034484,0.438471,-0.432104,-0.006859,0.022257,-0.028703,-0.048798,0.029949,1.061063,1.001138,0.194648,-1.394748,-0.058363,-0.149719,0.058759,-1.441463,-0.919106,0.720587,1.086586,-0.059022,0.141522,1
-0.029478,-0.070717,-0.024239,0.327778,-0.299505,-0.001839,-0.029308,-0.049369,0.034484,0.438471,-0.432108,-0.006866,0.022271,-0.028703,-0.048808,0.029937,1.061063,1.001138,0.194684,-1.394748,-0.058375,-0.149695,0.058783,-1.441475,-0.919106,0.720564,1.086574,-0.059034,0.141510,1
-0.029478,-0.070708,-0.024239,0.327752,-0.299496,-0.001839,-0.029308,-0.049360,0.034484,0.438463,-0.432120,-0.006858,0.022257,-0.028703,-0.048798,0.029949,1.061051,1.001150,0.194660,-1.394760,-0.058363,-0.149719,0.058771,-1.441463,-0.919094,0.720564,1.086574,-0.059034,0.141522,1
-0.029478,-0.070699,-0.024293,0.327769,-0.299505,-0.001839,-0.029291,-0.049377,0.034484,0.438471,-0.432116,-0.006851,0.022271,-0.028687,-0.048798,0.029949,1.061063,1.001138,0.194600,-1.394772,-0.058363,-0.149719,0.058771,-1.441487,-0.919106,0.720516,1.086586,-0.059034,0.141522,1
-0.029478,-0.070699,-0.024280,0.327769,-0.299501,-0.001846,-0.029291,-0.049360,0.034471,0.438471,-0.432120,-0.006858,0.022244,-0.028703,-0.048798,0.029949,1.061051,1.001162,0.194612,-1.394772,-0.058351,-0.149731,0.058771,-1.441475,-0.919106,0.720516,1.086586,-0.059034,0.141522,1
-0.029469,-0.070691,-0.024266,0.327744,-0.299505,-0.001839,-0.029308,-0.049369,0.034484,0.438471,-0.432104,-0.006859,0.022257,-0.028710,-0.048794,0.029937,1.061063,1.001150,0.194624,-1.394748,-0.058363,-0.149719,0.058771,-1.441487,-0.919082,0.720492,1.086586,-0.059034,0.141522,1
-0.029478,-0.070699,-0.024226,0.327744,-0.299500,-0.001817,-0.029308,-0.049360,0.034484,0.438471,-0.432112,-0.006844,0.022257,-0.028710,-0.048794,0.029949,1.061063,1.001162,0.194624,-1.394748,-0.058363,-0.149731,0.058771,-1.441475,-0.919106,0.720468,1.086586,-0.059034,0.141522,1
-0.029469,-0.070699,-0.024253,0.327735,-0.299492,-0.001831,-0.029308,-0.049352,0.034484,0.438471,-0.432108,-0.006866,0.022257,-0.028695,-0.048803,0.029949,1.061051,1.001162,0.194624,-1.394736,-0.058363,-0.149719,0.058771,-1.441499,-0.919094,0.720432,1.086586,-0.059022,0.141498,1
-0.029478,-0.070708,-0.024266,0.327726,-0.299500,-0.001817,-0.029308,-0.049352,0.034484,0.438471,-0.432112,-0.006873,0.022271,-0.028710,-0.048804,0.029949,1.061051,1.001162,0.194636,-1.394748,-0.058363,-0.149707,0.058759,-1.441499,-0.919082,0.720420,1.086586,-0.059022,0.141510,1
